Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,at_risk
Female,18,Business,95.3,81.88,92.73,91.23,91.0,73.52,9.5,No,Yes,High School,Low,2,6.5,0
Male,22,CS,61.73,71.85,78.9,69.45,96.7,78.31,19.4,No,Yes,High School,Medium,10,8.8,0
Male,18,Engineering,59.88,98.13,68.41,55.5,58.2,59.33,25.9,No,Yes,Unknown,High,10,7.8,1
Male,18,Mathematics,50.32,94.19,53.48,99.5,10.3,57.33,8.0,No,No,PhD,Low,4,7.5,1
Female,24,Business,85.34,70.72,79.55,82.78,57.3,81.56,6.0,No,Yes,Bachelor's,High,7,6.9,0
Female,20,Business,96.87,94.34,55.83,99.11,59.8,62.77,6.4,No,No,Master's,High,2,6.0,1
Female,18,Engineering,59.35,64.26,87.16,74.18,78.89999999999999,69.3,10.8,No,No,High School,Medium,9,8.8,0
Female,19,CS,81.85,53.83,90.14,69.76,4.8,73.97,5.2,Yes,No,Unknown,Medium,5,5.0,1
Male,21,Business,87.32,53.96,77.2,62.36,46.6,61.48,15.7,No,No,Master's,Low,10,8.0,1
Male,24,Engineering,96.38,79.74,57.48,99.18,92.3,89.77,22.4,Yes,No,Unknown,High,9,5.8,0
Male,18,Business,82.34,70.06,89.34,62.66,99.1,96.97,22.8,Yes,No,Master's,Low,9,7.8,0
Female,23,CS,98.51,79.54,65.39,51.19,19.1,71.59,20.9,No,No,Master's,Low,8,4.8,0
Female,19,Mathematics,67.23,81.16,61.13,75.62,87.10000000000001,95.88,12.4,Yes,No,High School,High,3,5.9,0
Male,22,CS,67.5,41.34,73.53,68.85,14.6,94.13,23.4,No,No,High School,Medium,9,8.7,1
Male,21,CS,77.15,43.24,96.13,63.07,84.1,58.3,19.4,No,No,Master's,Low,3,6.8,1
Female,24,CS,69.18,71.96,64.87,81.73,27.7,58.67,26.5,Yes,Yes,High School,Low,9,6.5,0
Male,23,Engineering,50.07,51.46,95.28,68.21,96.0,73.87,17.0,No,Yes,Bachelor's,Low,2,7.8,0
Male,24,Business,86.59,77.95,52.68,70.11,69.5,76.29,9.5,Yes,No,Master's,High,7,6.1,0
Female,24,Mathematics,87.59,73.13,54.18,51.15,39.900000000000006,67.06,20.9,Yes,Yes,High School,Low,2,6.5,1
Female,23,Engineering,87.35,75.15,84.93,79.45,28.1,65.65,8.8,Yes,Yes,Unknown,Medium,5,6.8,1
Female,22,CS,67.25,58.15,59.53,56.1,23.5,71.57,29.1,Yes,Yes,Unknown,Medium,2,8.9,1
Male,23,Mathematics,76.11,78.39,65.83,60.69,68.1,84.52,22.6,No,Yes,Unknown,High,8,8.0,1
Female,19,CS,68.0,89.77,56.82,85.86,89.60000000000001,54.22,23.9,No,No,PhD,High,2,4.2,1
Male,24,CS,50.8,99.88,66.61,65.66,75.5,85.53,22.0,No,No,Unknown,High,9,7.9,0
Male,22,CS,78.12,90.31,64.02,58.16,83.5,96.31,7.4,No,No,Unknown,High,2,6.5,0
Female,24,Mathematics,56.19,73.45,86.82,78.87,78.1,88.18,16.6,Yes,Yes,Bachelor's,Medium,4,5.2,0
Male,23,Business,54.0,51.61,85.1,60.75,97.9,59.58,21.3,Yes,Yes,Bachelor's,High,7,8.3,1
Female,22,CS,87.77,80.89,97.75,63.55,75.8,54.37,10.7,Yes,Yes,PhD,Low,9,5.4,0
Female,22,Business,50.48,96.26,86.22,81.07,21.0,74.52,22.0,No,No,Bachelor's,Medium,3,5.6,0
Male,18,Mathematics,97.95,52.71,84.74,86.99,79.2,97.82,25.5,No,No,High School,High,2,4.3,0
Male,18,Mathematics,75.76,55.36,84.71,86.98,32.2,90.95,11.9,Yes,Yes,Unknown,High,6,8.9,0
Female,18,CS,99.15,48.94,94.15,74.11,99.6,78.14,10.0,No,No,High School,Low,1,8.0,1
Female,23,Business,52.9,84.2,64.81,72.71,37.7,57.15,27.1,No,No,PhD,Medium,5,4.7,1
Female,21,Business,79.18,64.39,65.0,89.38,29.3,85.69,5.1,Yes,Yes,High School,Medium,8,6.4,1
Female,19,CS,67.47,43.76,87.06,59.65,23.9,90.65,11.4,No,Yes,High School,Low,3,5.7,1
Female,23,Engineering,92.17,92.5,61.44,57.61,65.9,96.75,15.2,Yes,No,High School,Low,5,4.2,0
Female,24,Engineering,68.06,73.46,95.6,83.23,10.9,80.61,21.8,No,Yes,Bachelor's,High,9,8.6,0
Male,18,Mathematics,63.02,59.87,76.74,70.48,95.4,75.72,29.9,Yes,No,Unknown,Low,1,8.2,0
Male,22,Mathematics,92.88,60.64,65.01,85.5,29.4,80.96,14.3,No,No,High School,Low,9,8.9,0
Male,23,Engineering,68.73,57.42,88.8,62.83,29.5,97.16,28.7,No,No,Master's,Low,1,5.2,0
Male,22,Engineering,50.84,67.33,65.62,66.24,4.6000000000000005,81.41,14.2,Yes,Yes,Unknown,Medium,4,7.5,1
Female,24,Engineering,69.51,60.22,98.16,94.83,24.6,62.88,22.4,Yes,Yes,Unknown,Medium,1,4.6,0
Male,22,CS,82.73,72.88,99.15,71.08,41.900000000000006,81.81,9.1,No,Yes,Master's,Low,8,6.2,0
Male,22,CS,62.72,86.41,83.34,79.55,37.0,93.99,16.5,No,No,PhD,Low,7,8.2,0
Female,20,CS,71.6,80.47,55.68,55.33,27.3,78.35,26.8,Yes,Yes,PhD,Medium,3,4.0,1
Male,21,CS,52.84,57.67,63.16,58.94,4.1,75.13,13.0,No,Yes,Unknown,Low,5,6.4,1
Female,19,CS,79.4,71.72,75.77,51.79,30.1,86.67,7.6,No,Yes,Bachelor's,Low,2,6.2,1
Female,19,CS,87.81,90.41,92.57,71.22,77.8,83.05,18.1,Yes,No,PhD,Medium,10,7.5,0
Female,18,Mathematics,70.67,44.09,59.24,99.45,43.9,52.83,16.0,Yes,No,PhD,Low,5,5.2,1
Female,20,Business,71.01,44.7,55.22,93.69,29.1,86.27,10.7,No,Yes,High School,Low,5,4.9,1
Female,23,Mathematics,54.41,73.37,53.72,81.65,30.5,70.38,27.6,Yes,Yes,High School,Medium,9,7.3,1
Male,23,Business,60.1,78.35,75.35,93.05,55.4,97.04,20.0,Yes,No,PhD,High,5,7.2,0
Male,19,Mathematics,57.73,52.68,94.24,79.71,30.2,98.54,13.7,Yes,Yes,Bachelor's,Low,2,7.8,0
Male,21,Mathematics,74.08,84.71,52.12,68.44,63.1,72.44,29.9,No,No,High School,Low,3,5.2,0
Female,22,CS,76.46,78.78,60.62,58.68,98.9,98.44,8.4,No,No,Bachelor's,Low,6,4.1,0
Male,24,CS,97.45,95.4,84.66,82.65,4.1,65.54,26.2,No,Yes,Unknown,High,1,8.4,1
Male,18,Business,53.66,50.14,91.29,59.65,16.9,84.13,10.8,Yes,Yes,Bachelor's,Medium,6,5.0,1
Male,21,Business,79.99,85.08,90.37,70.87,17.9,53.75,11.0,Yes,Yes,High School,Medium,5,6.1,0
Male,19,CS,76.32,45.02,89.25,91.29,44.7,57.25,17.5,Yes,No,Master's,Medium,2,6.3,1
Female,20,Mathematics,75.81,73.92,56.49,56.46,4.1,93.23,21.5,No,No,Bachelor's,Medium,2,4.9,1
Male,18,Business,93.66,73.11,69.86,56.45,47.8,94.69,22.3,Yes,Yes,PhD,Low,2,6.6,0
Female,19,Engineering,60.28,63.3,99.24,61.22,92.9,76.63,5.6,Yes,No,Bachelor's,High,3,8.6,0
Female,23,Engineering,52.04,90.67,99.44,77.6,1.2,66.99,12.2,Yes,Yes,Bachelor's,High,10,5.4,0
Male,18,Engineering,83.61,40.26,80.12,62.59,36.5,72.55,21.5,No,No,Bachelor's,Medium,2,6.6,1
Female,19,Business,67.26,71.21,85.46,75.16,76.10000000000001,93.48,27.2,Yes,Yes,PhD,Medium,3,5.5,0
Female,23,CS,50.88,53.03,97.56,65.1,15.4,60.55,21.7,No,Yes,Bachelor's,Low,9,8.9,1
Female,24,CS,62.57,84.61,72.5,75.31,7.800000000000001,64.74,11.6,No,No,Master's,Medium,3,5.1,0
Female,23,CS,65.47,42.58,56.84,63.88,63.1,89.27,17.7,Yes,Yes,PhD,Medium,7,4.5,0
Female,22,Business,80.84,89.89,83.45,99.0,1.0,96.76,21.2,No,Yes,Master's,Medium,3,4.7,0
Female,20,Business,58.63,90.29,98.01,74.64,80.19999999999999,54.65,8.4,No,Yes,Master's,Medium,6,5.8,0
Female,22,Engineering,70.65,89.97,84.86,87.18,6.7,90.19,18.6,No,Yes,Master's,High,9,6.8,0
Male,19,Business,74.12,49.15,90.17,85.03,52.400000000000006,82.25,16.8,No,No,PhD,Medium,6,7.3,1
Male,24,Engineering,72.96,77.82,71.14,74.53,74.0,61.54,13.4,No,Yes,High School,Medium,4,6.8,1
Female,21,Engineering,98.7,40.86,54.82,61.94,24.2,87.79,20.6,No,No,PhD,Low,5,8.5,1
Female,24,CS,52.28,90.88,58.44,75.54,10.4,86.4,20.9,No,Yes,Bachelor's,Medium,8,5.8,0
Male,24,Business,97.55,83.38,99.13,84.05,17.6,57.1,29.3,Yes,Yes,Master's,Medium,8,7.6,0
Male,24,CS,79.1,71.87,74.66,73.0,85.5,75.11,15.7,No,Yes,Bachelor's,Low,7,5.3,0
Male,22,CS,89.79,83.84,50.6,54.1,70.6,87.91,18.3,Yes,Yes,Master's,Low,5,7.4,0
Male,21,Business,71.52,45.66,97.77,50.9,19.8,59.58,8.9,No,Yes,Master's,Medium,9,8.6,1
Female,23,Business,72.69,71.72,74.89,66.39,71.6,73.14,18.7,No,No,Bachelor's,Low,1,8.9,0
Female,19,Mathematics,93.97,57.48,91.81,57.51,70.9,56.04,5.9,Yes,Yes,Unknown,Low,4,7.6,1
Male,20,Engineering,94.8,98.36,77.42,95.31,99.8,65.34,8.7,Yes,No,Master's,Medium,10,8.7,0
Male,21,Mathematics,61.93,91.43,55.09,58.79,39.2,60.9,9.3,No,Yes,Unknown,High,7,7.4,1
Male,19,Engineering,59.96,84.0,80.78,69.71,86.5,75.25,20.8,Yes,No,PhD,Low,5,8.8,0
Male,21,Engineering,74.81,96.02,99.87,85.6,44.6,57.06,19.2,No,No,Master's,Medium,4,8.5,0
Female,22,Engineering,95.01,60.81,51.74,90.77,89.80000000000001,69.16,25.0,No,Yes,Master's,Low,5,4.5,0
Male,19,CS,66.12,94.05,92.09,73.89,9.2,63.76,16.6,No,Yes,PhD,High,1,6.4,0
Male,22,CS,82.6,59.51,61.77,59.06,17.5,87.3,16.9,Yes,Yes,Bachelor's,High,4,5.7,1
Male,18,Business,85.41,83.97,69.69,63.54,85.0,84.98,9.0,No,Yes,Bachelor's,Medium,1,4.1,0
Female,19,Engineering,88.93,84.19,68.64,70.95,81.89999999999999,54.75,23.6,No,No,Unknown,High,2,6.3,1
Female,21,Engineering,78.2,41.1,94.94,68.23,30.5,97.67,5.1,Yes,Yes,PhD,Medium,9,4.7,0
Female,18,Engineering,70.12,61.66,75.22,67.43,59.7,87.23,15.6,No,Yes,Master's,Medium,5,4.2,1
Male,22,CS,98.35,41.17,72.36,56.59,38.3,80.8,9.7,No,No,Unknown,Low,9,6.2,1
Male,22,Business,80.57,99.83,90.9,95.67,1.0,73.89,24.3,Yes,No,Bachelor's,Medium,9,5.2,0
Male,21,CS,86.43,47.33,52.45,51.49,2.6,58.9,21.8,Yes,No,Master's,Low,10,8.7,1
Female,18,Mathematics,67.25,72.57,54.32,72.0,5.4,98.1,22.7,No,No,Bachelor's,Low,5,8.1,0
Female,24,Mathematics,83.5,87.43,51.08,99.02,59.400000000000006,50.39,8.7,Yes,Yes,Unknown,Low,3,8.8,1
Male,23,Mathematics,62.89,52.08,84.4,82.99,27.9,84.62,21.7,No,No,Bachelor's,Low,4,8.4,1
Male,20,Business,62.25,69.1,76.28,67.77,14.4,75.37,22.3,Yes,No,Bachelor's,Medium,5,7.6,1
Female,21,Mathematics,85.74,76.45,93.8,57.3,94.1,95.13,5.1,Yes,No,PhD,High,6,7.0,0
Male,22,Business,76.07,49.61,74.93,98.19,12.1,69.03,12.9,No,No,Unknown,Medium,6,4.3,0
Male,19,CS,84.16,86.71,61.09,50.7,67.4,75.93,7.2,No,No,Master's,High,8,5.3,0
Male,18,CS,63.47,57.96,90.26,84.07,89.39999999999999,87.12,22.0,Yes,No,Bachelor's,Medium,8,7.6,0
Female,23,Business,79.94,52.66,64.72,94.01,16.4,52.38,10.3,No,Yes,Bachelor's,Low,8,6.0,1
Male,20,CS,72.2,73.5,96.78,51.26,21.5,52.72,11.6,No,No,High School,Low,3,5.6,1
Male,19,CS,79.85,64.62,62.52,86.26,57.400000000000006,60.58,7.0,Yes,Yes,Unknown,Medium,4,4.5,1
Male,18,Business,64.54,95.22,58.39,99.94,50.8,57.32,17.1,Yes,Yes,Unknown,High,4,4.4,1
Male,23,Mathematics,85.77,92.8,74.67,81.98,52.1,50.32,5.8,No,No,Master's,Medium,7,5.0,1
Female,21,Business,90.3,69.0,52.53,70.73,55.5,81.15,26.1,Yes,No,PhD,Medium,5,8.2,1
Female,23,Engineering,63.0,61.56,51.82,93.72,95.0,89.8,5.7,Yes,Yes,Master's,High,4,7.3,1
Female,21,CS,65.03,59.53,74.8,77.71,5.4,97.86,6.5,No,No,Unknown,Low,10,5.7,0
Male,24,Business,83.06,56.05,60.76,87.47,76.0,72.05,21.0,No,Yes,Bachelor's,Low,5,4.3,0
Female,18,CS,84.78,72.67,50.47,79.39,23.3,63.99,27.9,No,Yes,PhD,Low,1,4.9,1
Male,23,Mathematics,85.2,88.3,64.8,51.91,37.400000000000006,93.2,27.3,No,No,PhD,High,4,6.2,0
Female,20,CS,84.13,58.65,73.87,60.66,8.9,92.22,7.1,Yes,Yes,Unknown,Low,7,4.8,0
Male,23,Business,69.64,51.41,69.71,53.94,44.6,81.24,12.2,No,Yes,Unknown,Low,3,7.8,0
Female,18,Mathematics,69.74,68.53,56.77,55.33,80.39999999999999,63.66,18.0,Yes,No,Master's,Low,7,7.9,0
Female,19,Mathematics,62.74,44.14,78.98,50.77,9.9,95.43,5.7,No,No,High School,High,5,4.7,1
Female,19,Mathematics,57.84,82.08,85.52,71.06,27.6,58.92,18.2,Yes,No,Unknown,High,1,7.6,1
Male,23,Engineering,84.63,71.1,83.78,58.93,37.3,52.18,16.2,Yes,No,Unknown,Low,4,6.6,1
Male,23,Business,54.66,69.78,69.69,92.78,10.4,89.83,19.7,No,No,Master's,Medium,10,8.8,0
Male,21,Business,96.89,58.03,56.88,87.5,76.2,78.18,28.0,Yes,Yes,Unknown,Medium,3,7.9,0
Female,18,Mathematics,91.33,94.28,74.97,78.66,78.7,62.32,11.9,Yes,No,Master's,Low,4,6.9,0
Male,21,CS,92.88,45.43,94.52,74.45,83.6,83.54,21.0,No,No,Unknown,High,6,7.0,0
Male,20,Mathematics,95.33,92.19,73.44,62.79,58.4,88.34,15.7,No,No,Bachelor's,Low,10,4.9,0
Male,24,Engineering,70.43,62.6,59.78,73.75,50.7,92.23,15.9,No,Yes,Unknown,Low,4,8.5,0
Male,19,Mathematics,92.34,92.84,54.65,82.06,26.3,64.11,21.2,Yes,Yes,High School,Medium,7,6.8,1
Male,22,Business,57.9,83.73,97.2,89.11,65.5,51.28,28.8,Yes,No,PhD,Medium,8,6.9,1
Male,22,Mathematics,51.08,46.25,87.15,54.08,44.5,75.5,26.6,Yes,Yes,Master's,Low,3,6.9,0
Female,18,CS,89.24,89.89,65.65,85.42,97.1,92.8,21.0,Yes,Yes,High School,Low,3,5.4,0
Female,18,Business,53.74,80.93,64.77,87.14,96.8,60.39,16.5,Yes,Yes,Master's,High,2,8.1,0
Male,22,CS,99.43,41.94,94.76,77.95,90.5,71.06,15.6,Yes,Yes,High School,Medium,6,8.3,0
Female,18,Mathematics,83.74,48.02,58.88,60.72,36.0,62.82,24.7,No,Yes,Master's,Low,6,5.4,1
Female,19,Business,87.67,78.14,76.75,76.96,36.8,50.67,10.5,No,Yes,Master's,Medium,1,6.2,1
Male,20,Engineering,62.29,79.76,85.68,75.14,85.3,94.93,19.7,Yes,No,PhD,Medium,9,4.9,0
Male,20,Business,83.69,84.8,69.82,73.79,72.9,56.75,17.6,No,No,Unknown,Low,2,5.2,0
Female,21,CS,52.16,83.21,52.0,73.03,70.4,88.34,21.2,No,No,Master's,Medium,4,5.7,0
Male,19,Business,91.89,79.57,61.39,55.54,28.0,67.33,9.7,No,Yes,Master's,Low,9,8.5,1
Female,24,Engineering,58.48,85.97,95.09,59.14,83.3,63.88,22.4,Yes,No,PhD,Low,7,7.1,0
Female,18,Engineering,84.87,74.51,76.16,54.87,57.9,97.05,20.7,Yes,No,Master's,High,3,6.9,0
Female,18,Engineering,61.22,55.65,90.77,62.12,44.7,82.86,9.5,Yes,No,Master's,Medium,10,8.7,1
Male,24,Engineering,53.42,94.74,77.78,63.17,86.5,84.35,16.2,No,No,Bachelor's,High,2,8.0,0
Female,21,CS,74.07,41.09,97.18,62.25,39.4,87.98,22.0,No,No,Bachelor's,Medium,9,4.1,1
Male,21,Business,58.46,61.99,95.46,60.55,65.4,67.05,27.5,Yes,Yes,Bachelor's,High,2,4.6,0
Male,18,Mathematics,86.47,83.73,74.14,86.77,46.6,78.18,8.1,No,No,PhD,Low,4,5.2,0
Male,18,Engineering,61.88,65.63,65.91,90.93,59.3,63.51,5.2,Yes,No,Master's,Medium,2,5.5,1
Male,24,Mathematics,67.12,41.49,80.08,66.36,4.1,91.73,9.1,Yes,Yes,PhD,High,7,8.2,0
Male,19,Mathematics,78.37,43.96,83.74,65.26,46.1,79.97,29.7,No,Yes,PhD,Low,6,7.8,0
Female,24,Business,64.25,78.92,74.92,92.2,55.6,62.17,24.2,No,Yes,High School,Low,8,4.7,1
Male,21,Mathematics,68.9,97.89,91.11,81.2,49.3,94.99,20.4,No,No,Unknown,Medium,3,6.7,0
Male,24,Mathematics,90.78,73.11,59.17,64.67,84.7,79.04,8.3,Yes,No,High School,Medium,7,4.5,0
Male,24,CS,58.96,70.41,66.72,85.68,31.1,74.75,15.4,No,No,Unknown,High,8,4.9,1
Male,24,Mathematics,54.11,59.1,84.32,67.23,88.4,51.72,22.9,No,No,High School,Low,1,5.2,1
Male,19,Business,66.42,55.4,62.33,79.33,40.3,95.49,27.4,No,Yes,Master's,Low,8,8.5,0
Female,23,Mathematics,71.22,41.26,71.99,99.63,69.5,97.61,14.5,No,Yes,PhD,Medium,1,5.8,0
Male,18,Business,77.13,56.38,98.19,65.08,8.7,78.13,30.0,Yes,Yes,High School,Low,6,8.6,0
Male,22,Engineering,68.62,66.95,81.29,96.53,20.0,72.13,8.5,No,Yes,High School,High,2,7.8,0
Female,24,Mathematics,89.5,51.88,97.45,66.03,76.10000000000001,67.98,14.7,Yes,No,Master's,Low,9,7.7,0
Male,22,Mathematics,51.97,45.24,86.12,77.01,1.2,63.4,26.9,Yes,No,PhD,Low,10,8.0,1
Female,23,Mathematics,71.59,83.06,86.23,73.0,96.9,78.73,21.2,No,Yes,Unknown,Low,10,4.5,0
Female,18,Engineering,69.11,93.68,79.59,89.16,19.1,56.4,25.3,No,Yes,High School,High,10,8.1,0
Female,21,CS,82.38,96.21,57.11,53.05,90.1,95.96,27.7,Yes,Yes,Unknown,Medium,3,5.3,0
Female,22,Mathematics,98.31,77.08,75.99,81.36,51.6,58.8,17.7,Yes,Yes,Bachelor's,Medium,4,8.9,0
Male,21,Business,75.52,43.17,62.63,88.03,56.5,87.28,10.9,No,Yes,High School,Low,10,8.2,1
Male,22,CS,99.34,84.45,99.93,73.61,8.4,65.34,22.3,No,No,PhD,Low,5,9.0,0
Female,21,CS,65.11,46.61,63.35,55.26,36.5,61.3,19.1,Yes,Yes,Bachelor's,High,3,8.7,1
Female,24,CS,51.54,80.18,61.53,62.24,15.6,77.89,24.3,No,Yes,Bachelor's,High,7,5.8,1
Male,22,Mathematics,58.28,86.76,81.19,83.98,52.6,88.26,17.8,Yes,No,High School,High,2,8.7,0
Female,21,Engineering,69.76,83.55,75.55,94.77,55.1,86.34,25.3,No,No,High School,Low,7,5.7,0
Female,23,Engineering,65.82,97.11,51.07,71.08,71.0,61.69,27.6,No,Yes,Bachelor's,Medium,5,7.3,0
Female,19,Mathematics,54.85,84.29,56.48,78.02,87.8,66.53,23.7,Yes,No,High School,Medium,9,8.1,0
Male,21,Business,71.63,81.59,90.55,61.42,46.8,93.44,23.6,Yes,No,PhD,Low,2,5.9,0
Female,19,Business,66.91,55.7,74.18,70.61,23.3,86.16,19.7,Yes,No,PhD,Low,9,5.0,1
Male,19,Business,56.13,95.49,57.3,66.84,33.4,85.63,16.8,Yes,Yes,Bachelor's,High,9,8.5,1
Male,18,Mathematics,64.81,50.77,73.26,82.78,84.7,63.45,29.3,Yes,No,High School,Medium,8,4.5,0
Male,24,Engineering,94.32,94.29,62.66,99.23,14.6,89.6,21.1,Yes,Yes,Bachelor's,Medium,5,5.8,0
Female,23,Mathematics,65.1,58.76,61.18,90.67,62.7,67.92,26.0,No,No,PhD,Low,3,6.7,1
Female,19,Engineering,85.7,47.81,97.89,59.61,1.3,70.07,17.6,No,Yes,High School,Low,10,8.0,1
Male,20,CS,80.6,89.6,68.1,78.88,24.6,64.38,18.9,No,Yes,PhD,Low,1,8.3,1
Male,24,Mathematics,71.36,40.15,52.32,53.32,59.1,56.07,21.6,No,No,High School,High,10,6.6,1
Male,19,Engineering,61.95,89.93,98.52,62.35,45.6,71.02,23.2,Yes,No,Master's,Medium,3,6.9,0
Female,21,CS,68.45,55.74,89.74,58.61,49.400000000000006,50.85,16.2,Yes,No,PhD,Medium,6,8.3,1
Female,19,CS,79.61,93.08,62.72,66.78,66.10000000000001,72.8,13.9,Yes,Yes,Unknown,Low,4,6.3,0
Male,21,Mathematics,67.54,81.49,70.44,83.94,23.5,86.25,11.0,Yes,Yes,High School,High,6,6.8,0
Male,21,Engineering,60.74,79.97,93.11,74.97,28.1,98.04,15.6,No,No,Master's,Medium,4,4.1,0
Female,20,CS,55.82,61.92,67.87,96.65,68.4,53.93,10.3,No,No,Master's,Low,9,8.8,1
Male,19,Mathematics,93.99,43.56,78.37,60.64,53.8,64.06,15.4,No,No,Master's,Low,8,6.8,1
Female,19,CS,72.02,89.8,76.74,68.21,1.5,74.71,26.9,No,Yes,PhD,Low,10,7.6,0
Female,22,Business,81.26,50.25,70.06,66.49,67.0,58.52,29.4,Yes,Yes,Unknown,Medium,6,5.2,1
Male,24,Mathematics,74.52,62.34,81.98,61.8,62.0,55.84,19.4,No,No,Master's,High,10,7.3,1
Male,22,CS,93.63,76.02,73.66,99.66,7.9,72.62,8.7,Yes,Yes,Bachelor's,High,8,6.3,1
Female,18,Mathematics,77.35,68.94,51.06,69.36,74.80000000000001,79.04,15.7,No,No,High School,Low,7,4.6,0
Female,21,Mathematics,74.04,51.92,90.72,97.03,52.2,91.01,20.1,No,No,High School,High,5,8.2,0
Female,20,Engineering,96.23,48.44,55.66,69.52,20.5,99.89,14.3,Yes,Yes,Unknown,High,9,8.2,0
Female,22,Engineering,85.98,47.39,73.2,60.2,55.9,88.71,10.1,No,No,Unknown,Low,4,4.3,0
Female,19,CS,55.58,91.78,79.0,55.96,59.5,61.07,10.7,Yes,No,PhD,Medium,4,6.0,1
Male,18,Mathematics,58.89,41.89,85.28,92.78,92.0,87.4,16.8,No,No,Bachelor's,High,10,5.4,1
Female,20,Mathematics,89.36,98.62,70.54,51.6,74.2,76.86,10.4,Yes,No,High School,Medium,9,6.6,0
Female,23,Business,91.79,51.91,86.78,98.22,30.2,72.54,11.2,No,No,Master's,High,4,6.4,0
Female,19,Mathematics,77.26,46.62,56.57,70.91,11.8,96.79,26.8,Yes,Yes,Master's,Low,4,7.3,1
Male,19,Engineering,77.72,74.62,82.67,62.37,85.3,85.1,24.5,No,No,High School,Medium,8,5.2,0
Male,23,Mathematics,81.6,44.8,91.32,80.87,84.60000000000001,84.08,6.4,No,No,Bachelor's,Medium,6,5.1,0
Female,21,Engineering,71.96,76.15,94.47,56.65,17.5,50.59,13.0,Yes,Yes,Bachelor's,High,7,7.6,0
Female,21,Business,84.01,91.04,78.98,53.61,6.2,93.25,18.3,No,No,Master's,Medium,4,8.9,0
Male,22,CS,55.42,42.87,65.64,91.39,71.2,89.67,6.5,Yes,Yes,High School,High,1,8.7,1
Male,22,Engineering,98.06,87.99,58.17,71.23,72.30000000000001,64.95,22.1,No,No,Master's,Medium,4,8.0,1
Male,19,CS,87.51,63.67,67.28,75.91,17.7,64.61,14.6,Yes,Yes,PhD,High,4,4.3,1
Male,24,CS,81.56,49.57,77.0,58.83,66.8,52.67,14.9,Yes,Yes,High School,High,2,5.2,1
Female,19,CS,65.82,50.57,59.82,53.07,27.9,52.54,11.6,No,Yes,Bachelor's,Low,8,7.4,1
Male,22,CS,58.05,95.13,97.63,68.39,26.1,83.43,13.3,No,No,Master's,Low,5,5.5,0
Female,23,Engineering,70.47,46.64,94.86,75.31,32.5,59.31,26.5,No,Yes,Unknown,High,9,6.0,1
Female,22,Business,83.08,92.01,51.65,88.27,52.0,96.18,24.7,No,Yes,Unknown,High,5,8.8,0
Male,19,Mathematics,81.69,72.65,78.1,75.05,80.39999999999999,92.12,28.4,No,Yes,PhD,High,4,4.4,0
Male,20,Engineering,69.13,42.34,89.47,89.13,49.900000000000006,67.44,22.5,Yes,Yes,Unknown,Low,3,8.3,0
Male,19,Business,80.66,67.87,62.27,55.77,29.8,69.0,19.4,No,Yes,PhD,Low,10,4.3,1
Male,20,Mathematics,90.69,89.05,76.19,53.2,88.4,66.36,11.5,No,No,PhD,Medium,10,5.7,1
Female,20,CS,51.31,83.57,70.3,57.94,5.5,54.62,21.7,Yes,Yes,Bachelor's,High,1,6.8,1
Female,19,Mathematics,72.53,69.33,59.83,88.6,79.7,51.57,27.7,Yes,No,Bachelor's,Medium,7,5.8,1
Female,24,Mathematics,87.93,91.6,80.74,87.97,78.4,72.61,6.7,No,Yes,High School,Low,9,8.8,0
Male,24,Business,77.31,47.22,99.68,57.07,25.4,97.15,16.1,Yes,Yes,Master's,High,2,6.5,0
Female,18,Mathematics,82.57,94.6,68.26,51.55,19.8,95.86,8.7,Yes,No,Unknown,Medium,4,7.7,0
Male,22,CS,75.83,90.79,77.62,84.26,87.5,90.49,25.3,Yes,No,Master's,Medium,8,7.5,0
Female,24,Engineering,99.59,82.5,66.39,92.76,55.9,81.43,20.4,No,No,Master's,High,9,8.2,0
Male,21,Engineering,52.73,89.07,93.85,87.71,4.6000000000000005,92.81,27.0,No,No,PhD,Medium,9,8.3,0
Female,19,Business,74.55,72.63,93.23,60.14,89.1,75.75,6.6,No,No,Unknown,Medium,6,6.3,0
Female,20,CS,54.57,80.51,58.94,79.19,34.900000000000006,59.01,27.6,No,No,Bachelor's,Low,2,8.3,1
Male,19,CS,57.99,73.64,95.0,87.87,34.2,84.21,6.7,Yes,Yes,Master's,Low,1,7.3,0
Female,22,Mathematics,69.15,61.33,57.58,62.79,64.3,96.03,12.2,Yes,No,PhD,Medium,4,7.4,0
Female,23,Business,57.78,74.13,54.77,76.39,66.10000000000001,50.98,8.9,Yes,No,Bachelor's,Medium,6,4.9,1
Male,24,CS,98.18,55.45,82.65,65.72,35.3,62.57,8.6,Yes,No,PhD,High,2,5.2,1
Male,24,CS,97.34,66.42,69.3,61.28,14.3,63.27,9.3,No,Yes,Master's,Low,6,7.4,1
Male,24,CS,66.81,56.85,76.54,98.48,55.2,54.95,17.0,No,No,Master's,High,1,5.3,1
Male,20,Engineering,81.99,47.37,82.63,95.63,62.5,61.27,24.6,Yes,Yes,Master's,High,6,6.5,0
